deactivated_id,name,correction_reason
2836,Hotel Green View Thakali Bhanchha & Lodge,"Consolidation round 2026-09-21: duplicates Hotel record ""Hotel Green View Thakali Bhanchha & Lodge"" (id 2716) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
2835,Maili Hotel,"Consolidation round 2026-09-21: duplicates Hotel record ""Maili Hotel"" (id 2715) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
2834,Step Up Hotel & Restaurant,"Consolidation round 2026-09-21: duplicates Hotel record ""Step Up Hotel & Restaurant"" (id 2714) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
2833,Hotel Durga Puja,"Consolidation round 2026-09-21: duplicates Hotel record ""Hotel Durga Puja"" (id 2713) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
2832,Dipsha & Dipshika Hotel,"Consolidation round 2026-09-21: duplicates Hotel record ""Dipsha & Dipshika Hotel"" (id 2712) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
2830,Kande Inn Guest House & Restaurent,"Consolidation round 2026-09-21: duplicates Hotel record ""Kande Inn Guest House & Restaurent"" (id 2711) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
2829,Sujit & Sonika Hotel,"Consolidation round 2026-09-21: duplicates Hotel record ""Sujit & Sonika Hotel"" (id 2710) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
2828,Nisha Hotel and Khaja Ghar,"Consolidation round 2026-09-21: duplicates Hotel record ""Nisha Hotel and Khaja Ghar"" (id 2709) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
2827,Namaste Dhaulagiri Lodge And Restaurant,"Consolidation round 2026-09-21: duplicates Hotel record ""Namaste Dhaulagiri Lodge And Restaurant"" (id 2708) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
2826,Baglung Burtibang Nabina Staff Hotel,"Consolidation round 2026-09-21: duplicates Hotel record ""Baglung Burtibang Nabina Staff Hotel"" (id 2707) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
2825,Baglung Burtiban Manisha Staff Hotel,"Consolidation round 2026-09-21: duplicates Hotel record ""Baglung Burtiban Manisha Staff Hotel"" (id 2706) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
2824,Mahalaxmi Staff Hotel,"Consolidation round 2026-09-21: duplicates Hotel record ""Mahalaxmi Staff Hotel"" (id 2705) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
2823,Paudel Hotel,"Consolidation round 2026-09-21: duplicates Hotel record ""Paudel Hotel"" (id 2704) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
2822,Early Bird Lodge & Restaurant,"Consolidation round 2026-09-21: duplicates Hotel record ""Early Bird Lodge & Restaurant"" (id 2703) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
2821,Safalta Family Restaurant & Lodge,"Consolidation round 2026-09-21: duplicates Hotel record ""Safalta Family Restaurant & Lodge"" (id 2702) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
2820,Ganesh Lodge & Restaurant,"Consolidation round 2026-09-21: duplicates Hotel record ""Ganesh Lodge & Restaurant"" (id 2701) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
2815,Sandesh Khaja Ghar & Lodge,"Consolidation round 2026-09-21: duplicates Hotel record ""Sandesh Khaja Ghar & Lodge"" (id 2700) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
2814,Goredaiko Guest House & Restaurant,"Consolidation round 2026-09-21: duplicates Hotel record ""Goredaiko Guest House & Restaurant"" (id 2699) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
2813,Ambika Hotel,"Consolidation round 2026-09-21: duplicates Hotel record ""Ambika Hotel"" (id 2698) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
2811,Amrti lodge & Restaurant,"Consolidation round 2026-09-21: duplicates Hotel record ""Amrti lodge & Restaurant"" (id 2697) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
2810,New Saksham Hotel & Restaurant,"Consolidation round 2026-09-21: duplicates Hotel record ""New Saksham Hotel & Restaurant"" (id 2696) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
2809,Gopi Guest House,"Consolidation round 2026-09-21: duplicates Hotel record ""Gopi Guest House"" (id 2695) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
2808,Hotel Everest Thakali Lodge and Restaurant,"Consolidation round 2026-09-21: duplicates Hotel record ""Hotel Everest Thakali Lodge and Restaurant"" (id 2694) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
2807,Mamta Hotel & Resturant,"Consolidation round 2026-09-21: duplicates Hotel record ""Mamta Hotel & Resturant"" (id 2693) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
2806,Kamana Hotel,"Consolidation round 2026-09-21: duplicates Hotel record ""Kamana Hotel"" (id 2692) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
2805,Gurung Hotel & Lodge,"Consolidation round 2026-09-21: duplicates Hotel record ""Gurung Hotel & Lodge"" (id 2691) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
2804,K.C Hotel Lodge & Resturant,"Consolidation round 2026-09-21: duplicates Hotel record ""K.C Hotel Lodge & Resturant"" (id 2690) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
2803,Sirmor Hotel & Resturant,"Consolidation round 2026-09-21: duplicates Hotel record ""Sirmor Hotel & Resturant"" (id 2689) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
2802,Krishna Hotel & Resturant,"Consolidation round 2026-09-21: duplicates Hotel record ""Krishna Hotel & Resturant"" (id 2688) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
2801,Buddha Restaurant & Guest House,"Consolidation round 2026-09-21: duplicates Hotel record ""Buddha Restaurant & Guest House"" (id 2687) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
2799,Prisha Hotel & Restaurant,"Consolidation round 2026-09-21: duplicates Hotel record ""Prisha Hotel & Restaurant"" (id 2685) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
2798,Fistail Guest House & Restaurant,"Consolidation round 2026-09-21: duplicates Hotel record ""Fistail Guest House & Restaurant"" (id 2684) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
2797,Garden Villa Lodge and Restaurant,"Consolidation round 2026-09-21: duplicates Hotel record ""Garden Villa Lodge and Restaurant"" (id 2683) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
2795,Hotel Shree Muktinath & Potála Guest House,"Consolidation round 2026-09-21: duplicates Hotel record ""Hotel Shree Muktinath & Potála Guest House"" (id 4182) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
2793,Preeti Guest House and Restaurant,"Consolidation round 2026-09-21: duplicates Hotel record ""Preeti Guest House and Restaurant"" (id 2682) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
2791,Sinuwa lodge and Restaurant,"Consolidation round 2026-09-21: duplicates Hotel record ""Sinuwa lodge and Restaurant"" (id 2680) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
2790,Sunrise Lodge and Hotel,"Consolidation round 2026-09-21: duplicates Hotel record ""Sunrise Lodge and Hotel"" (id 2679) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
2789,Foo Guest House,"Consolidation round 2026-09-21: duplicates Hotel record ""Foo Guest House"" (id 2678) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
2788,Snowland Traditional Lodge and Restaurant,"Consolidation round 2026-09-21: duplicates Hotel record ""Snowland Traditional Lodge and Restaurant"" (id 2677) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
2787,Ghandruk Guest House and Restaurant,"Consolidation round 2026-09-21: duplicates Hotel record ""Ghandruk Guest House and Restaurant"" (id 2676) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
2786,Karan arjun Homestay and Restaurant,"Consolidation round 2026-09-21: duplicates Hotel record ""Karan arjun Homestay and Restaurant"" (id 2675) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
2784,Macchapucchre View Top Guest House & Restaurant,"Consolidation round 2026-09-21: duplicates Hotel record ""Macchapucchre View Top Guest House & Restaurant"" (id 2673) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
2782,Hotel Kailash and Restaurant,"Consolidation round 2026-09-21: duplicates Hotel record ""Hotel Kailash and Restaurant"" (id 2671) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
2781,Hotel Hungry Eye,"Consolidation round 2026-09-21: duplicates Hotel record ""Hotel Hungry Eye"" (id 2670) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
2779,Hotel Robin and Restaurant,"Consolidation round 2026-09-21: duplicates Hotel record ""Hotel Robin and Restaurant"" (id 2669) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
2778,Hotel Mountain View and Restaurant,"Consolidation round 2026-09-21: duplicates Hotel record ""Hotel Mountain View and Restaurant"" (id 2668) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
2777,Hotel Trekkers Inn And Restaurant,"Consolidation round 2026-09-21: duplicates Hotel record ""Hotel Trekkers Inn And Restaurant"" (id 2667) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
2776,Breeze Guesthouse&Restaurant,"Consolidation round 2026-09-21: duplicates Hotel record ""Breeze Guesthouse&Restaurant"" (id 2666) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
2775,Annapurna Guesthouse Restaurant And Bar,"Consolidation round 2026-09-21: duplicates Hotel record ""Annapurna Guesthouse Restaurant And Bar"" (id 2665) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
2770,Hotel Prashant & Nice Wind Restaurant,"Consolidation round 2026-09-21: duplicates Hotel record ""Hotel Prashant & Nice Wind Restaurant"" (id 2661) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
2767,Hotel Danfe And Guest House,"Consolidation round 2026-09-21: duplicates Hotel record ""Hotel Danfe And Guest House"" (id 2658) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
2766,Himalaya View Hotel,"Consolidation round 2026-09-21: duplicates Hotel record ""Himalaya View Hotel"" (id 2657) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
2765,Sun Moon Lodge and Restaurant,"Consolidation round 2026-09-21: duplicates Hotel record ""Sun Moon Lodge and Restaurant"" (id 2656) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
2764,Nice View Lodge & Restaurant,"Consolidation round 2026-09-21: duplicates Hotel record ""Nice View Lodge & Restaurant"" (id 2655) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
2763,Captain Lali Gurans Guest House & Restuarant,"Consolidation round 2026-09-21: duplicates Hotel record ""Captain Lali Gurans Guest House & Restuarant"" (id 2654) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
2762,Tibet Guest House & Restaurant,"Consolidation round 2026-09-21: duplicates Hotel record ""Tibet Guest House & Restaurant"" (id 2653) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
2761,Moonlight Guest House,"Consolidation round 2026-09-21: duplicates Hotel record ""Moonlight Guest House"" (id 2652) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
2760,Maya Guest House,"Consolidation round 2026-09-21: duplicates Hotel record ""Maya Guest House"" (id 2651) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
2751,New Chitreli Supriya Staf Hotel,"Consolidation round 2026-09-21: duplicates Hotel record ""New Chitreli Supriya Staf Hotel"" (id 2648) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
2750,Annapurna Lodge & Restaurant,"Consolidation round 2026-09-21: duplicates Hotel record ""Annapurna Lodge & Restaurant"" (id 2647) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
2749,Thakalu Hotel & Restaurant,"Consolidation round 2026-09-21: duplicates Hotel record ""Thakalu Hotel & Restaurant"" (id 2646) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
2748,Yak Hotel,"Consolidation round 2026-09-21: duplicates Hotel record ""Yak Hotel"" (id 2645) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
2743,Chandi Homestay,"Consolidation round 2026-09-21: duplicates Hotel record ""Chandi Homestay"" (id 2644) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
2734,Sagar Gurung Homestay,"Consolidation round 2026-09-21: duplicates Hotel record ""Sagar Gurung Homestay"" (id 2643) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
2731,Mountain Lodge and Restaurant,"Consolidation round 2026-09-21: duplicates Hotel record ""Mountain Lodge and Restaurant"" (id 2642) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
2729,Thakali Homestay,"Consolidation round 2026-09-21: duplicates Hotel record ""Thakali Homestay"" (id 2641) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
2727,Lama Heritage Resort,"Consolidation round 2026-09-21: duplicates Hotel record ""Lama Heritage Resort"" (id 2640) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
2726,Hotel Laligurans Lodge & Restaurant,"Consolidation round 2026-09-21: duplicates Hotel record ""Hotel Laligurans Lodge & Restaurant"" (id 2639) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
2725,Center Guesthouse and Restaurant,"Consolidation round 2026-09-21: duplicates Hotel record ""Center Guesthouse and Restaurant"" (id 2638) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
2724,Hotel Sushila and Thakali Kitchen,"Consolidation round 2026-09-21: duplicates Hotel record ""Hotel Sushila and Thakali Kitchen"" (id 2637) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
2723,Hotel Peaceful Garden and Restaurant,"Consolidation round 2026-09-21: duplicates Hotel record ""Hotel Peaceful Garden and Restaurant"" (id 2636) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
2720,Four Season Lodge and Restaurant,"Consolidation round 2026-09-21: duplicates Hotel record ""Four Season Lodge and Restaurant"" (id 2634) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
2719,Annapurna View Lodge and Restuarant,"Consolidation round 2026-09-21: duplicates Hotel record ""Annapurna View Lodge and Restuarant"" (id 2633) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
2718,Komrong Guest House,"Consolidation round 2026-09-21: duplicates Hotel record ""Komrong Guest House"" (id 2632) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
2717,Green View Guest House,"Consolidation round 2026-09-21: duplicates Hotel record ""Green View Guest House"" (id 2631) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
2713,Manisha Guest House,"Consolidation round 2026-09-21: duplicates Hotel record ""Manisha Guest House"" (id 2630) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
2712,Shankar Guesthouse,"Consolidation round 2026-09-21: duplicates Hotel record ""Shankar Guesthouse"" (id 2629) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
2707,Hill-Top Guest House and Restaurant,"Consolidation round 2026-09-21: duplicates Hotel record ""Hill-Top Guest House and Restaurant"" (id 2625) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
2706,Machhapuchhre Guest House,"Consolidation round 2026-09-21: duplicates Hotel record ""Machhapuchhre Guest House"" (id 2624) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
2705,Hotel Mountain View Guest House,"Consolidation round 2026-09-21: duplicates Hotel record ""Hotel Mountain View Guest House"" (id 2623) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
2704,Fishtail View Point Guest House,"Consolidation round 2026-09-21: duplicates Hotel record ""Fishtail View Point Guest House"" (id 2622) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
2703,Alina Guest House & Restaurant,"Consolidation round 2026-09-21: duplicates Hotel record ""Alina Guest House & Restaurant"" (id 2621) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
2702,Lali Gurans Guesthouse & Restaurant,"Consolidation round 2026-09-21: duplicates Hotel record ""Lali Gurans Guesthouse & Restaurant"" (id 2620) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
2701,Purnima guest house and restrurent,"Consolidation round 2026-09-21: duplicates Hotel record ""Purnima guest house and restrurent"" (id 2619) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
2700,Himalayan Guest House and Restaurent,"Consolidation round 2026-09-21: duplicates Hotel record ""Himalayan Guest House and Restaurent"" (id 2618) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
2699,Hotel Four Seasons & Restaurant,"Consolidation round 2026-09-21: duplicates Hotel record ""Hotel Four Seasons & Restaurant"" (id 2617) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
2698,Peacefull Guest House & Restaurant,"Consolidation round 2026-09-21: duplicates Hotel record ""Peacefull Guest House & Restaurant"" (id 2616) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
2697,Green Hill View Lodge & Restaurant,"Consolidation round 2026-09-21: duplicates Hotel record ""Green Hill View Lodge & Restaurant"" (id 2615) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
2696,Hotel,"Consolidation round 2026-09-21: duplicates Hotel record ""Hotel"" (id 2614) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
2694,Homestay,"Consolidation round 2026-09-21: duplicate of destination ""Homestay"" (id 2682) ~172 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
2689,Hotel Annapurna,"Consolidation round 2026-09-21: duplicates Hotel record ""Hotel Annapurna"" (id 52) ~68 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
2687,Hotel Super Viewpoint,"Consolidation round 2026-09-21: duplicates Hotel record ""Hotel Super Viewpoint"" (id 2613) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
2686,Tadapani Guest House,"Consolidation round 2026-09-21: duplicates Hotel record ""Tadapani Guest House"" (id 2612) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
2685,Hotel Panorama Point,"Consolidation round 2026-09-21: duplicates Hotel record ""Hotel Panorama Point"" (id 2611) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
2684,Hotel Grand View,"Consolidation round 2026-09-21: duplicates Hotel record ""Hotel Grand View"" (id 2610) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
2683,Deurali Hotel and Homestay,"Consolidation round 2026-09-21: duplicates Hotel record ""Deurali Hotel and Homestay"" (id 2609) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
2681,Tamu Hyaula Homestay,"Consolidation round 2026-09-21: duplicates Hotel record ""Tamu Hyaula Homestay"" (id 2608) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
2680,Gyanu Homestay,"Consolidation round 2026-09-21: duplicates Hotel record ""Gyanu Homestay"" (id 2607) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
2679,Rimal Homestay,"Consolidation round 2026-09-21: duplicates Hotel record ""Rimal Homestay"" (id 2606) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
2668,Hotel Namaste,"Consolidation round 2026-09-21: duplicates Hotel record ""Hotel Namaste"" (id 2603) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
2664,high camp,"Consolidation round 2026-09-21: duplicate of destination ""high camp"" (id 1050) ~145 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
2656,Yaman Homestay,"Consolidation round 2026-09-21: duplicates Hotel record ""Yaman Homestay"" (id 2602) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
2655,Ali Homestay,"Consolidation round 2026-09-21: duplicates Hotel record ""Ali Homestay"" (id 2601) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
2653,Brijal Homestay,"Consolidation round 2026-09-21: duplicates Hotel record ""Brijal Homestay"" (id 2600) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
2652,Purnima Homestay,"Consolidation round 2026-09-21: duplicates Hotel record ""Purnima Homestay"" (id 2599) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
2651,Chandra Homestay,"Consolidation round 2026-09-21: duplicates Hotel record ""Chandra Homestay"" (id 2598) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
2650,Maya Homestay,"Consolidation round 2026-09-21: duplicates Hotel record ""Maya Homestay"" (id 2597) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
2649,Tai Maya Homestay,"Consolidation round 2026-09-21: duplicates Hotel record ""Tai Maya Homestay"" (id 2596) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
2648,Annapurna Guest House,"Consolidation round 2026-09-21: duplicates Hotel record ""Annapurna Guest House"" (id 2595) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
2647,Soltee Hotel,"Consolidation round 2026-09-21: duplicates Hotel record ""Soltee Hotel"" (id 2594) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
2646,Hotel Gurung Cottage,"Consolidation round 2026-09-21: duplicates Hotel record ""Hotel Gurung Cottage"" (id 2593) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
2645,Homestay,"Consolidation round 2026-09-21: duplicates Hotel record ""Homestay"" (id 2592) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
2644,Himalayan Deurali Resort,"Consolidation round 2026-09-21: duplicates Hotel record ""Himalayan Deurali Resort"" (id 2591) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
2635,Laxmi Guest House,"Consolidation round 2026-09-21: duplicates Hotel record ""Laxmi Guest House"" (id 2587) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
2629,Home Stay,"Consolidation round 2026-09-21: duplicate of destination ""Home Stay"" (id 2623) ~114 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
2628,Nau Maya Gurung Homestay,"Consolidation round 2026-09-21: duplicates Hotel record ""Nau Maya Gurung Homestay"" (id 2584) ~134 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
2625,Sikles Homestay,"Consolidation round 2026-09-21: duplicates Hotel record ""Sikles Homestay"" (id 2585) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
2624,Nau Maya Gurung Homestay,"Consolidation round 2026-09-21: duplicates Hotel record ""Nau Maya Gurung Homestay"" (id 2584) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
2623,Home Stay,"Consolidation round 2026-09-21: duplicate of destination ""Home Stay"" (id 2622) ~64 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
2620,Anjila Homestay,"Consolidation round 2026-09-21: duplicates Hotel record ""Anjila Homestay"" (id 2582) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
2619,Dil Homestay,"Consolidation round 2026-09-21: duplicates Hotel record ""Dil Homestay"" (id 2581) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
2618,Laxmi Homestay,"Consolidation round 2026-09-21: duplicates Hotel record ""Laxmi Homestay"" (id 2580) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
2609,Dudhpokhari Resturant and Lodge,"Consolidation round 2026-09-21: duplicates Hotel record ""Dudhpokhari Resturant and Lodge"" (id 2578) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
2607,Sirusuba Homestay,"Consolidation round 2026-09-21: duplicates Hotel record ""Sirusuba Homestay"" (id 2577) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
2605,Kathmandu boutique hotel,"Consolidation round 2026-09-21: duplicates Hotel record ""Kathmandu Boutique Hotel"" (id 3766) ~15 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
2603,Hotel Little Buddha Inn,"Consolidation round 2026-09-21: duplicates Hotel record ""Hotel Little Buddha Inn"" (id 3386) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
