Hotel Name,Destination,Address,Latitude,Longitude,Phone,Rating,Price Per Night,Currency,Booking Status,Booking URL
Pokhara Blue Lake Resort,Pokhara,Lakeside Pokhara Nepal,28.2113,83.9583,+977-61-473000,4.5,140,USD,Available,https://www.pokharabluelakeresort.com
Fewa Paradise Palace,Pokhara,Fewa Lake Nepal,28.2107,83.9577,+977-61-473100,4.4,125,USD,Available,https://www.fewaparadisepalace.com
Pokhara Mountain Crown,Pokhara,Pokhara Nepal,28.2155,83.9555,+977-61-473200,4.6,160,USD,Available,https://www.pokharamountaincrown.com
Annapurna Lakeside Inn,Pokhara,Lakeside Nepal,28.2122,83.9568,+977-61-473300,4.3,95,USD,Available,https://www.annapurnalakesideinn.com
Bandipur Heritage View,Bandipur,Bandipur Nepal,27.9373,84.4067,+977-65-564100,4.4,115,USD,Available,https://www.bandipurheritageview.com
Bandipur Mountain Crown,Bandipur,Bandipur Nepal,27.9383,84.4073,+977-65-564200,4.5,135,USD,Available,https://www.bandipurmountaincrown.com
Gorkha Mountain View Hotel,Gorkha,Gorkha Nepal,28.0018,84.6345,+977-64-426000,4.3,100,USD,Available,https://www.gorkhamountainviewhotel.com
Gorkha Valley Resort,Gorkha,Gorkha Nepal,28.0020,84.6338,+977-64-426100,4.4,115,USD,Available,https://www.gorkhavalleyresort.com
Manaslu Heritage Lodge,Gorkha,Manaslu Region Nepal,28.6515,84.6515,+977-64-426200,4.5,145,USD,Available,https://www.manasluheritagelodge.com
Barpak Mountain Resort,Gorkha,Barpak Nepal,28.2005,84.7505,+977-64-436000,4.4,110,USD,Available,https://www.barpakmountainresort.com
Lamjung Heritage Inn,Lamjung,Lamjung Nepal,28.2355,84.3755,+977-66-524000,4.2,85,USD,Available,https://www.lamjungheritageinn.com
Lamjung Mountain Palace,Lamjung,Lamjung Nepal,28.2360,84.3760,+977-66-524100,4.4,120,USD,Available,https://www.lamjungmountainpalace.com
Besisahar Valley Resort,Lamjung,Besisahar Nepal,28.2325,84.3725,+977-66-524200,4.3,95,USD,Available,https://www.besisaharvalleyresort.com
Manang Alpine Lodge,Manang,Manang Nepal,28.6678,84.0188,+977-66-447000,4.5,150,USD,Available,https://www.manangalpinelodge.com
Annapurna View Lodge,Manang,Annapurna Region Nepal,28.6705,84.0205,+977-66-447100,4.4,130,USD,Available,https://www.annapurnaviewlodge.com
Mustang Himalayan Palace,Mustang,Jomsom Nepal,28.7808,83.7308,+977-69-446000,4.6,160,USD,Available,https://www.mustanghimalayanpalace.com
Kagbeni Mountain Resort,Mustang,Kagbeni Nepal,28.8355,83.7825,+977-69-446100,4.5,140,USD,Available,https://www.kagbenimountainresort.com
Marpha Heritage Lodge,Mustang,Marpha Nepal,28.7505,83.6905,+977-69-446200,4.4,125,USD,Available,https://www.marphaheritagelodge.com
Everest Summit Lodge,Solukhumbu,Namche Nepal,27.8055,86.7105,+977-38-544000,4.6,180,USD,Available,https://www.everestsummitlodge.com
Khumbu Mountain Palace,Solukhumbu,Khumbu Nepal,27.8065,86.7125,+977-38-544100,4.5,160,USD,Available,https://www.khumbumountainpalace.com
Lukla Heritage Inn,Solukhumbu,Lukla Nepal,27.6875,86.7285,+977-38-544200,4.3,110,USD,Available,https://www.luklaheritageinn.com
Chitwan Wildlife Resort,Chitwan,Sauraha Nepal,27.5808,84.4948,+977-56-586000,4.5,115,USD,Available,https://www.chitwanwildliferesort.com
Sauraha Jungle Palace,Chitwan,Sauraha Nepal,27.5818,84.4958,+977-56-586100,4.4,105,USD,Available,https://www.saurahajunglepalace.com
Tharu Village Resort,Chitwan,Sauraha Nepal,27.5825,84.4965,+977-56-586200,4.3,90,USD,Available,https://www.tharuvillageresort.com
Lumbini Peace Palace,Lumbini,Lumbini Nepal,27.4708,83.2763,+977-71-586000,4.4,100,USD,Available,https://www.lumbinipeacepalace.com
Buddha Heritage Inn,Lumbini,Lumbini Nepal,27.4692,83.2752,+977-71-586100,4.3,85,USD,Available,https://www.buddhaheritageinn.com
Lumbini Garden Palace,Lumbini,Lumbini Nepal,27.4696,83.2766,+977-71-586200,4.5,115,USD,Available,https://www.lumbinigardenpalace.com
Maya Heritage Resort,Lumbini,Lumbini Nepal,27.4703,83.2757,+977-71-586300,4.4,105,USD,Available,https://www.mayaheritageresort.com
Bhairahawa Royal Inn,Bhairahawa,Rupandehi Nepal,27.5065,83.4555,+977-71-523000,4.2,80,USD,Available,https://www.bhairahawaroyalinn.com
Siddhartha Palace Hotel,Bhairahawa,Bhairahawa Nepal,27.5058,83.4548,+977-71-523100,4.3,95,USD,Available,https://www.siddharthapalacehotel.com
Airport Grand Resort,Bhairahawa,Bhairahawa Nepal,27.5052,83.4532,+977-71-523200,4.1,70,USD,Available,https://www.airportgrandresort.com
Dharan Heritage Palace,Dharan,Dharan Nepal,26.8102,87.2802,+977-25-523000,4.3,90,USD,Available,https://www.dharanheritagepalace.com
Eastern Nepal Resort,Dharan,Dharan Nepal,26.8118,87.2818,+977-25-523100,4.4,110,USD,Available,https://www.easternnepalresort.com
Sunrise Hill Hotel,Dharan,Dharan Nepal,26.8108,87.2808,+977-25-523200,4.2,75,USD,Available,https://www.sunrisehillhotel.com
Ilam Tea Valley Resort,Ilam,Ilam Nepal,26.9105,87.9305,+977-27-523000,4.5,125,USD,Available,https://www.ilamteavalleyresort.com
Kanyam Tea Garden Inn,Ilam,Kanyam Nepal,26.8810,87.9210,+977-27-523100,4.4,110,USD,Available,https://www.kanyamteagardeninn.com
Mai River Resort,Ilam,Mai Valley Nepal,26.9158,87.9358,+977-27-523200,4.3,95,USD,Available,https://www.mairiverresort.com
Janakpur Heritage Palace,Janakpur,Janakpur Nepal,26.7288,85.9258,+977-41-524000,4.4,100,USD,Available,https://www.janakpurheritagepalace.com
Mithila Garden Hotel,Janakpur,Janakpur Nepal,26.7278,85.9248,+977-41-524100,4.3,85,USD,Available,https://www.mithilagardenhotel.com
Janaki Royal Suites,Janakpur,Janakpur Nepal,26.7283,85.9263,+977-41-524200,4.5,120,USD,Available,https://www.janakiroyalsuites.com
Palpa Mountain Heritage,Tansen,Palpa Nepal,27.8678,83.5468,+977-75-524000,4.5,115,USD,Available,https://www.palpamountainheritage.com
Srinagar View Resort,Tansen,Palpa Nepal,27.8688,83.5478,+977-75-524100,4.6,145,USD,Available,https://www.srinagarviewresort.com
Tansen Valley Inn,Tansen,Palpa Nepal,27.8672,83.5462,+977-75-524200,4.3,90,USD,Available,https://www.tansenvalleyinn.com
Butwal Comfort Palace,Butwal,Butwal Nepal,27.7002,83.4502,+977-71-544000,4.2,80,USD,Available,https://www.butwalcomfortpalace.com
Butwal Hill Resort,Butwal,Butwal Nepal,27.7008,83.4492,+977-71-544100,4.3,95,USD,Available,https://www.butwalhillresort.com
Western Garden Hotel,Butwal,Butwal Nepal,27.6998,83.4508,+977-71-544200,4.1,70,USD,Available,https://www.westerngardenhotel.com
Biratnagar Heritage Hotel,Biratnagar,Biratnagar Nepal,26.4528,87.2718,+977-21-522000,4.2,80,USD,Available,https://www.biratnagarheritagehotel.com
Koshee River Resort,Biratnagar,Biratnagar Nepal,26.4532,87.2722,+977-21-522100,4.3,95,USD,Available,https://www.kosheeriverresort.com
Eastern Star Palace,Biratnagar,Biratnagar Nepal,26.4522,87.2708,+977-21-522200,4.1,70,USD,Available,https://www.easternstarpalace.com
Dharan Mountain View,Dharan,Dharan Nepal,26.8105,87.2805,+977-25-524000,4.4,100,USD,Available,https://www.dharanmountainview.com
Koshi Valley Resort,Dharan,Dharan Nepal,26.8112,87.2812,+977-25-524100,4.3,90,USD,Available,https://www.koshivalleyresort.com
Ilam Highland Palace,Ilam,Ilam Nepal,26.9110,87.9310,+977-27-524000,4.5,130,USD,Available,https://www.ilamhighlandpalace.com
Eastern Tea Resort,Ilam,Ilam Nepal,26.9125,87.9325,+977-27-524100,4.4,115,USD,Available,https://www.easterntearesort.com
Janakpur Royal Garden,Janakpur,Janakpur Nepal,26.7285,85.9255,+977-41-525000,4.3,90,USD,Available,https://www.janakpurroyalgarden.com
Mithila Heritage Suites,Janakpur,Janakpur Nepal,26.7275,85.9245,+977-41-525100,4.4,105,USD,Available,https://www.mithilaheritagesuites.com
Palpa Grand Heritage,Tansen,Palpa Nepal,27.8680,83.5470,+977-75-525000,4.5,125,USD,Available,https://www.palpagrandheritage.com
Tansen Royal View,Tansen,Palpa Nepal,27.8685,83.5475,+977-75-525100,4.4,110,USD,Available,https://www.tansenroyalview.com
Butwal Grand Palace,Butwal,Butwal Nepal,27.7005,83.4495,+977-71-545000,4.3,100,USD,Available,https://www.butwalgrandpalace.com
Lumbini Royal Garden,Lumbini,Lumbini Nepal,27.4700,83.2760,+977-71-587000,4.5,120,USD,Available,https://www.lumbiniroyalgarden.com
Buddha Peace Palace,Lumbini,Lumbini Nepal,27.4695,83.2755,+977-71-587100,4.4,100,USD,Available,https://www.buddhapeacepalace.com
Chitwan Forest Palace,Chitwan,Sauraha Nepal,27.5810,84.4945,+977-56-587000,4.5,125,USD,Available,https://www.chitwanforestpalace.com
Jungle River Lodge,Chitwan,Sauraha Nepal,27.5818,84.4952,+977-56-587100,4.3,95,USD,Available,https://www.jungleriverlodge.com
Pokhara Lake Crown,Pokhara,Lakeside Pokhara Nepal,28.2115,83.9585,+977-61-474000,4.6,155,USD,Available,https://www.pokharalakecrown.com
Annapurna Royal Resort,Pokhara,Pokhara Nepal,28.2125,83.9570,+977-61-474100,4.5,140,USD,Available,https://www.annapurnaroyalresort.com
Fewa Garden Palace,Pokhara,Fewa Lake Nepal,28.2105,83.9575,+977-61-474200,4.4,120,USD,Available,https://www.fewagardenpalace.com
Mountain Paradise Hotel,Pokhara,Pokhara Nepal,28.2140,83.9560,+977-61-474300,4.3,105,USD,Available,https://www.mountainparadisehotel.com
Kathmandu Heritage Crown,Kathmandu,Thamel Nepal,27.7154,85.3124,+977-1-4707700,4.4,115,USD,Available,https://www.kathmanduheritagecrown.com
Royal Thamel Suites,Kathmandu,Thamel Nepal,27.7164,85.3134,+977-1-4707800,4.5,135,USD,Available,https://www.royalthamelsuites.com
Himalayan Pearl Hotel,Kathmandu,Lazimpat Nepal,27.7194,85.3174,+977-1-4419300,4.6,150,USD,Available,https://www.himalayanpearlhotel.com
Kathmandu Garden Palace,Kathmandu,Kathmandu Nepal,27.7128,85.3188,+977-1-4707900,4.3,100,USD,Available,https://www.kathmandugardenpalace.com
Valley View Boutique,Kathmandu,Kathmandu Nepal,27.7135,85.3158,+977-1-4708000,4.2,90,USD,Available,https://www.valleyviewboutique.com
Patan Royal Courtyard,Lalitpur,Patan Nepal,27.6735,85.3265,+977-1-5542600,4.6,145,USD,Available,https://www.patanroyalcourtyard.com
Newa Palace Inn,Lalitpur,Patan Nepal,27.6729,85.3259,+977-1-5542700,4.4,120,USD,Available,https://www.newapalaceinn.com
Lalitpur Heritage Garden,Lalitpur,Patan Nepal,27.6745,85.3270,+977-1-5542800,4.3,100,USD,Available,https://www.lalitpurheritagegarden.com
Bhaktapur Royal Garden,Bhaktapur,Bhaktapur Nepal,27.6728,85.4308,+977-1-6620500,4.5,130,USD,Available,https://www.bhaktapurroyalgarden.com
Ancient City Lodge,Bhaktapur,Bhaktapur Nepal,27.6718,85.4302,+977-1-6620600,4.3,95,USD,Available,https://www.ancientcitylodge.com
Nagarkot Himalayan Resort,Nagarkot,Nagarkot Nepal,27.7175,85.5205,+977-1-6687500,4.6,165,USD,Available,https://www.nagarkothimalayanresort.com
Nagarkot Cloud View,Nagarkot,Nagarkot Nepal,27.7169,85.5199,+977-1-6687600,4.5,140,USD,Available,https://www.nagarkotcloudview.com
Dhulikhel Panorama Resort,Dhulikhel,Dhulikhel Nepal,27.6235,85.5435,+977-11-492600,4.6,150,USD,Available,https://www.dhulikhelpanoramaresort.com
Dhulikhel Heritage Inn,Dhulikhel,Dhulikhel Nepal,27.6245,85.5425,+977-11-492700,4.4,115,USD,Available,https://www.dhulikhelheritageinn.com
Panauti Valley Resort,Panauti,Panauti Nepal,27.5845,85.5130,+977-11-442000,4.3,100,USD,Available,https://www.panautivalleyresort.com
Pokhara Crystal Lake Resort,Pokhara,Lakeside Pokhara Nepal,28.2118,83.9588,+977-61-475000,4.6,160,USD,Available,https://www.pokharacrystallakeresort.com
Fewa Crystal Palace,Pokhara,Fewa Lake Nepal,28.2109,83.9579,+977-61-475100,4.5,145,USD,Available,https://www.fewacrystalpalace.com
Pokhara Alpine View,Pokhara,Pokhara Nepal,28.2158,83.9558,+977-61-475200,4.4,125,USD,Available,https://www.pokharaalpineview.com
Annapurna Lakeside Palace,Pokhara,Lakeside Nepal,28.2128,83.9572,+977-61-475300,4.5,135,USD,Available,https://www.annapurnalakesidepalace.com
Pokhara Valley Crown,Pokhara,Pokhara Nepal,28.2145,83.9565,+977-61-475400,4.3,110,USD,Available,https://www.pokharavalleycrown.com
Bandipur Royal Heritage,Bandipur,Bandipur Nepal,27.9375,84.4069,+977-65-564300,4.5,130,USD,Available,https://www.bandipurroyalheritage.com
Bandipur Valley Palace,Bandipur,Bandipur Nepal,27.9385,84.4075,+977-65-564400,4.4,115,USD,Available,https://www.bandipurvalleypalace.com
Old Bandipur Inn,Bandipur,Bandipur Nepal,27.9368,84.4062,+977-65-564500,4.3,95,USD,Available,https://www.oldbandipurinn.com
Gorkha Durbar Resort,Gorkha,Gorkha Nepal,28.0022,84.6342,+977-64-427000,4.5,125,USD,Available,https://www.gorkhadurbarresort.com
Gorkha Royal Mountain,Gorkha,Gorkha Nepal,28.0016,84.6336,+977-64-427100,4.4,110,USD,Available,https://www.gorkharoyalmountain.com
Manaslu Valley Lodge,Gorkha,Manaslu Nepal,28.6518,84.6518,+977-64-427200,4.5,150,USD,Available,https://www.manasluvalleylodge.com
Barpak Heritage Palace,Gorkha,Barpak Nepal,28.2008,84.7508,+977-64-437000,4.4,115,USD,Available,https://www.barpakheritagepalace.com
Lamjung Royal Resort,Lamjung,Lamjung Nepal,28.2358,84.3758,+977-66-525000,4.4,120,USD,Available,https://www.lamjungroyalresort.com
Besisahar Heritage Palace,Lamjung,Besisahar Nepal,28.2328,84.3728,+977-66-525100,4.3,100,USD,Available,https://www.besisaharheritagepalace.com
Manang Mountain View Resort,Manang,Manang Nepal,28.6680,84.0190,+977-66-448000,4.6,160,USD,Available,https://www.manangmountainviewresort.com
Annapurna Highland Lodge,Manang,Annapurna Region Nepal,28.6708,84.0208,+977-66-448100,4.5,140,USD,Available,https://www.annapurnahighlandlodge.com
Mustang Valley Palace,Mustang,Jomsom Nepal,28.7810,83.7310,+977-69-447000,4.6,165,USD,Available,https://www.mustangvalleypalace.com
Kagbeni Heritage Palace,Mustang,Kagbeni Nepal,28.8358,83.7828,+977-69-447100,4.5,145,USD,Available,https://www.kagbeniheritagepalace.com
Marpha Valley Lodge,Mustang,Marpha Nepal,28.7508,83.6908,+977-69-447200,4.4,130,USD,Available,https://www.marphavalleylodge.com
Everest Himalayan Palace,Solukhumbu,Namche Nepal,27.8058,86.7108,+977-38-545000,4.7,190,USD,Available,https://www.everesthimalayanpalace.com
Khumbu Alpine Resort,Solukhumbu,Khumbu Nepal,27.8068,86.7128,+977-38-545100,4.5,170,USD,Available,https://www.khumbualpineresort.com
Lukla Everest View,Lukla,Solukhumbu Nepal,27.6878,86.7288,+977-38-545200,4.4,125,USD,Available,https://www.luklaeverestview.com
Chitwan Jungle Crown,Chitwan,Sauraha Nepal,27.5812,84.4948,+977-56-588000,4.5,130,USD,Available,https://www.chitwanjunglecrown.com
Sauraha River Palace,Chitwan,Sauraha Nepal,27.5822,84.4958,+977-56-588100,4.4,110,USD,Available,https://www.saurahariverpalace.com
Tharu Forest Lodge,Chitwan,Sauraha Nepal,27.5830,84.4968,+977-56-588200,4.3,95,USD,Available,https://www.tharuforestlodge.com
Hotel Name,Destination,Address,Latitude,Longitude,Phone,Rating,Price Per Night,Currency,Booking Status,Booking URL
Lumbini Sacred Garden Resort,Lumbini,Lumbini Nepal,27.4702,83.2758,+977-71-588000,4.5,125,USD,Available,https://www.lumbinisacredgardenresort.com
Buddha Heritage Palace,Lumbini,Lumbini Nepal,27.4698,83.2762,+977-71-588100,4.4,110,USD,Available,https://www.buddhaheritagepalace.com
Maya Peace Inn,Lumbini,Lumbini Nepal,27.4706,83.2754,+977-71-588200,4.3,90,USD,Available,https://www.mayapeaceinn.com
Royal Lumbini Retreat,Lumbini,Lumbini Nepal,27.4712,83.2772,+977-71-588300,4.5,135,USD,Available,https://www.royallumbiniretreat.com
Bhairahawa Heritage Palace,Bhairahawa,Rupandehi Nepal,27.5068,83.4558,+977-71-526000,4.3,95,USD,Available,https://www.bhairahawaheritagepalace.com
Siddhartha Grand Resort,Bhairahawa,Bhairahawa Nepal,27.5058,83.4548,+977-71-526100,4.4,120,USD,Available,https://www.siddharthagrandresort.com
Rupandehi Garden Hotel,Bhairahawa,Rupandehi Nepal,27.5102,83.4558,+977-71-526200,4.2,80,USD,Available,https://www.rupandehigardenhotel.com
Dharan Royal Heights,Dharan,Dharan Nepal,26.8108,87.2808,+977-25-525000,4.4,115,USD,Available,https://www.dharanroyalheights.com
Koshi Heritage Resort,Dharan,Dharan Nepal,26.8120,87.2820,+977-25-525100,4.3,100,USD,Available,https://www.koshiheritageresort.com
Dharan Valley Palace,Dharan,Dharan Nepal,26.8098,87.2798,+977-25-525200,4.2,85,USD,Available,https://www.dharanvalleypalace.com
Ilam Mountain Crown,Ilam,Ilam Nepal,26.9112,87.9312,+977-27-525000,4.6,145,USD,Available,https://www.ilammountaincrown.com
Tea Garden Palace,Ilam,Ilam Nepal,26.9128,87.9328,+977-27-525100,4.5,130,USD,Available,https://www.teagardenpalace.com
Kanyam Highland Resort,Ilam,Kanyam Nepal,26.8812,87.9212,+977-27-525200,4.4,115,USD,Available,https://www.kanyamhighlandresort.com
Janakpur Mithila Palace,Janakpur,Janakpur Nepal,26.7290,85.9260,+977-41-526000,4.4,105,USD,Available,https://www.janakpurmithilapalace.com
Janaki Garden Resort,Janakpur,Janakpur Nepal,26.7280,85.9250,+977-41-526100,4.3,90,USD,Available,https://www.janakigardenresort.com
Mithila Royal Inn,Janakpur,Janakpur Nepal,26.7276,85.9246,+977-41-526200,4.2,75,USD,Available,https://www.mithilaroyalinn.com
Palpa Heritage Crown,Tansen,Palpa Nepal,27.8682,83.5472,+977-75-526000,4.5,130,USD,Available,https://www.palpaheritagecrown.com
Srinagar Royal Palace,Tansen,Palpa Nepal,27.8688,83.5478,+977-75-526100,4.6,150,USD,Available,https://www.srinagarroyalpalace.com
Tansen Mountain View,Tansen,Palpa Nepal,27.8674,83.5464,+977-75-526200,4.3,100,USD,Available,https://www.tansenmountainview.com
Butwal Heritage Crown,Butwal,Butwal Nepal,27.7008,83.4508,+977-71-527000,4.4,105,USD,Available,https://www.butwalheritagecrown.com
Hospital Name,Address,Phone,Latitude,Longitude,District,Destination,Province
Bir Hospital,Kathmandu,+977-01-4221119,27.7050,85.3150,Kathmandu,Kathmandu,Bagmati
National Trauma Center,Kathmandu,+977-01-4230710,27.7050,85.3150,Kathmandu,Kathmandu,Bagmati
Tribhuvan University Teaching Hospital,Maharajgunj Kathmandu,+977-01-4412303,27.7350,85.3300,Kathmandu,Maharajgunj,Bagmati
Kanti Children's Hospital,Maharajgunj Kathmandu,+977-01-4411558,27.7350,85.3300,Kathmandu,Maharajgunj,Bagmati
Shahid Gangalal National Heart Centre,Bansbari Kathmandu,+977-01-4371322,27.7500,85.3400,Kathmandu,Bansbari,Bagmati
Civil Service Hospital,Minbhawan Kathmandu,+977-01-4793000,27.6900,85.3400,Kathmandu,Minbhawan,Bagmati
Nepal Police Hospital,Maharajgunj Kathmandu,+977-01-4412430,27.7350,85.3300,Kathmandu,Maharajgunj,Bagmati
Nepal Army Hospital,Chhauni Kathmandu,+977-01-4271941,27.7000,85.2900,Kathmandu,Chhauni,Bagmati
Patan Hospital,Lagankhel Lalitpur,+977-01-5522278,27.6700,85.3200,Lalitpur,Lagankhel,Bagmati
B&B Hospital,Gwarko Lalitpur,+977-01-5533206,27.6650,85.3300,Lalitpur,Gwarko,Bagmati
Alka Hospital,Jawalakhel Lalitpur,+977-01-5970999,27.6750,85.3150,Lalitpur,Jawalakhel,Bagmati
Nepal Mediciti Hospital,Bhaisepati Lalitpur,+977-01-4217766,27.6500,85.3000,Lalitpur,Bhaisepati,Bagmati
KIST Medical College Hospital,Imadol Lalitpur,+977-01-5201496,27.6500,85.3500,Lalitpur,Imadol,Bagmati
Grande International Hospital,Dhapasi Kathmandu,+977-01-5159266,27.7500,85.3300,Kathmandu,Dhapasi,Bagmati
HAMS Hospital,Dhumbarahi Kathmandu,+977-01-4377404,27.7350,85.3400,Kathmandu,Dhumbarahi,Bagmati
Om Hospital and Research Center,Chabahil Kathmandu,+977-01-4476225,27.7200,85.3450,Kathmandu,Chabahil,Bagmati
Norvic International Hospital,Thapathali Kathmandu,+977-01-5970032,27.6950,85.3150,Kathmandu,Thapathali,Bagmati
Blue Cross Hospital,Tripureshwor Kathmandu,+977-01-4262027,27.7000,85.3100,Kathmandu,Tripureshwor,Bagmati
Vayodha Hospital,Balkhu Kathmandu,+977-01-4281666,27.6850,85.3000,Kathmandu,Balkhu,Bagmati
Nepal Eye Hospital,Tripureshwor Kathmandu,+977-01-4260813,27.7000,85.3100,Kathmandu,Tripureshwor,Bagmati
Tilganga Institute of Ophthalmology,Gausala Kathmandu,+977-01-4493684,27.7100,85.3500,Kathmandu,Gausala,Bagmati
Paropakar Maternity Hospital,Thapathali Kathmandu,+977-01-4253276,27.6950,85.3150,Kathmandu,Thapathali,Bagmati
Sukraraj Tropical Hospital,Teku Kathmandu,+977-01-4253396,27.6950,85.3050,Kathmandu,Teku,Bagmati
Kirtipur Hospital,Kirtipur Kathmandu,+977-01-4339130,27.6700,85.2800,Kathmandu,Kirtipur,Bagmati
Kathmandu Medical College Hospital,Sinamangal Kathmandu,+977-01-4469064,27.6950,85.3500,Kathmandu,Sinamangal,Bagmati
Dhulikhel Hospital,Dhulikhel Kavre,+977-011-490497,27.6200,85.5400,Kavrepalanchok,Dhulikhel,Bagmati
Hetauda Hospital,Makwanpur,+977-057-520155,27.4300,85.0300,Makwanpur,Hetauda,Bagmati
Bharatpur Hospital,Chitwan,+977-056-527959,27.6800,84.4300,Chitwan,Bharatpur,Bagmati
B.P. Koirala Memorial Cancer Hospital,Bharatpur,+977-056-523911,27.6800,84.4300,Chitwan,Bharatpur,Bagmati
College of Medical Sciences Teaching Hospital,Bharatpur,+977-056-534111,27.6700,84.4400,Chitwan,Bharatpur,Bagmati
Hotel Name,Destination,Address,Latitude,Longitude,Phone,Rating,Price Per Night,Currency,Booking Status,Booking URL
Butwal Royal Heritage,Butwal,Butwal Nepal,27.7012,83.4512,+977-71-527100,4.3,95,USD,Available,https://www.butwalroyalheritage.com
Western Hills Palace,Butwal,Butwal Nepal,27.6998,83.4498,+977-71-527200,4.2,85,USD,Available,https://www.westernhillspalace.com
Biratnagar Grand Palace,Biratnagar,Biratnagar Nepal,26.4530,87.2720,+977-21-527000,4.3,100,USD,Available,https://www.biratnagargrandpalace.com
Koshi Royal Hotel,Biratnagar,Biratnagar Nepal,26.4525,87.2715,+977-21-527100,4.2,85,USD,Available,https://www.koshiroyalhotel.com
Eastern Valley Resort,Biratnagar,Biratnagar Nepal,26.4535,87.2725,+977-21-527200,4.4,110,USD,Available,https://www.easternvalleyresort.com
Pokhara Royal Heritage,Pokhara,Lakeside Pokhara Nepal,28.2116,83.9586,+977-61-476000,4.6,165,USD,Available,https://www.pokhararoyalheritage.com
Fewa Lake Crown Resort,Pokhara,Fewa Lake Nepal,28.2110,83.9580,+977-61-476100,4.5,150,USD,Available,https://www.fewalakecrownresort.com
Annapurna Grand View,Pokhara,Pokhara Nepal,28.2148,83.9568,+977-61-476200,4.4,130,USD,Available,https://www.annapurnagrandview.com
Mountain Echo Lodge,Pokhara,Pokhara Nepal,28.2152,83.9552,+977-61-476300,4.3,115,USD,Available,https://www.mountainecholodge.com
Peace Valley Palace,Pokhara,Pokhara Nepal,28.2132,83.9592,+977-61-476400,4.2,100,USD,Available,https://www.peacevalleypalace.com
Kathmandu Royal Residency,Kathmandu,Thamel Nepal,27.7156,85.3126,+977-1-4708100,4.5,140,USD,Available,https://www.kathmanduroyalresidency.com
Thamel Grand Heritage,Kathmandu,Thamel Nepal,27.7166,85.3136,+977-1-4708200,4.4,125,USD,Available,https://www.thamelgrandheritage.com
Himalayan View Palace,Kathmandu,Lazimpat Nepal,27.7196,85.3176,+977-1-4419400,4.6,160,USD,Available,https://www.himalayanviewpalace.com
Valley Royal Suites,Kathmandu,Kathmandu Nepal,27.7138,85.3162,+977-1-4708300,4.3,105,USD,Available,https://www.valleyroyalsuites.com
Patan Golden Heritage,Lalitpur,Patan Nepal,27.6738,85.3268,+977-1-5542900,4.5,135,USD,Available,https://www.patangoldenheritage.com
Bhaktapur Ancient Palace,Bhaktapur,Bhaktapur Nepal,27.6729,85.4309,+977-1-6620700,4.4,120,USD,Available,https://www.bhaktapurancientpalace.com
Nagarkot Sunset Resort,Nagarkot,Nagarkot Nepal,27.7178,85.5208,+977-1-6687700,4.6,170,USD,Available,https://www.nagarkotsunsetresort.com
Dhulikhel Mountain Crown,Dhulikhel,Dhulikhel Nepal,27.6238,85.5438,+977-11-492800,4.5,145,USD,Available,https://www.dhulikhelmountaincrown.com
Bandipur Sunset Palace,Bandipur,Bandipur Nepal,27.9388,84.4078,+977-65-564600,4.5,140,USD,Available,https://www.bandipursunsetpalace.com
Gorkha Himalayan View,Gorkha,Gorkha Nepal,28.0025,84.6345,+977-64-428000,4.4,120,USD,Available,https://www.gorkhahimalayanview.com
Hotel Name,Destination,Address,Latitude,Longitude,Phone,Rating,Price Per Night,Currency,Booking Status,Booking URL
Manaslu Royal Lodge,Gorkha,Manaslu Region Nepal,28.6520,84.6520,+977-64-428100,4.5,155,USD,Available,https://www.manasluroyallodge.com
Barpak Mountain View,Gorkha,Barpak Nepal,28.2010,84.7510,+977-64-438000,4.4,120,USD,Available,https://www.barpakmountainview.com
Lamjung Highland Resort,Lamjung,Lamjung Nepal,28.2362,84.3762,+977-66-526000,4.5,130,USD,Available,https://www.lamjunghighlandresort.com
Besisahar Royal Inn,Lamjung,Besisahar Nepal,28.2332,84.3732,+977-66-526100,4.3,105,USD,Available,https://www.besisaharroyalinn.com
Manang Alpine Palace,Manang,Manang Nepal,28.6685,84.0195,+977-66-449000,4.6,170,USD,Available,https://www.manangalpinepalace.com
Annapurna Snow View,Manang,Annapurna Region Nepal,28.6710,84.0210,+977-66-449100,4.5,150,USD,Available,https://www.annapurnasnowview.com
Mustang Royal Heritage,Mustang,Jomsom Nepal,28.7815,83.7315,+977-69-448000,4.7,180,USD,Available,https://www.mustangroyalheritage.com
Kagbeni Valley Resort,Mustang,Kagbeni Nepal,28.8360,83.7830,+977-69-448100,4.5,145,USD,Available,https://www.kagbenivalleyresort.com
Marpha Royal Garden,Mustang,Marpha Nepal,28.7510,83.6910,+977-69-448200,4.4,135,USD,Available,https://www.marpharoyalgarden.com
Everest Peak Lodge,Solukhumbu,Namche Nepal,27.8060,86.7110,+977-38-546000,4.7,200,USD,Available,https://www.everestpeaklodge.com
Khumbu Snow Palace,Solukhumbu,Khumbu Nepal,27.8070,86.7130,+977-38-546100,4.6,175,USD,Available,https://www.khumbusnowpalace.com
Lukla Mountain Palace,Solukhumbu,Lukla Nepal,27.6880,86.7290,+977-38-546200,4.4,130,USD,Available,https://www.luklamountainpalace.com
Chitwan Jungle Heritage,Chitwan,Sauraha Nepal,27.5815,84.4950,+977-56-589000,4.5,135,USD,Available,https://www.chitwanjungleheritage.com
