hotel_name,destination,address,latitude,longitude,phone,rating,price_per_night,currency,booking_status,booking_url,data_quality_score,price_category
Tansen Valley Inn,Tansen,Palpa Nepal,27.8672,83.5462,+97775524200,4.3,90,USD,Available,https://www.tansenvalleyinn.com,100.0,Mid Range
Butwal Comfort Palace,Butwal,Butwal Nepal,27.7002,83.4502,+97771544000,4.2,80,USD,Available,https://www.butwalcomfortpalace.com,100.0,Mid Range
Butwal Hill Resort,Butwal,Butwal Nepal,27.7008,83.4492,+97771544100,4.3,95,USD,Available,https://www.butwalhillresort.com,100.0,Mid Range
Western Garden Hotel,Butwal,Butwal Nepal,27.6998,83.4508,+97771544200,4.1,70,USD,Available,https://www.westerngardenhotel.com,100.0,Budget
Biratnagar Heritage Hotel,Biratnagar,Biratnagar Nepal,26.4528,87.2718,+97721522000,4.2,80,USD,Available,https://www.biratnagarheritagehotel.com,100.0,Mid Range
Koshee River Resort,Biratnagar,Biratnagar Nepal,26.4532,87.2722,+97721522100,4.3,95,USD,Available,https://www.kosheeriverresort.com,100.0,Mid Range
Eastern Star Palace,Biratnagar,Biratnagar Nepal,26.4522,87.2708,+97721522200,4.1,70,USD,Available,https://www.easternstarpalace.com,100.0,Budget
Dharan Mountain View,Dharan,Dharan Nepal,26.8105,87.2805,+97725524000,4.4,100,USD,Available,https://www.dharanmountainview.com,100.0,Mid Range
Koshi Valley Resort,Dharan,Dharan Nepal,26.8112,87.2812,+97725524100,4.3,90,USD,Available,https://www.koshivalleyresort.com,100.0,Mid Range
Ilam Highland Palace,Ilam,Ilam Nepal,26.911,87.931,+97727524000,4.5,130,USD,Available,https://www.ilamhighlandpalace.com,100.0,Mid Range
Eastern Tea Resort,Ilam,Ilam Nepal,26.9125,87.9325,+97727524100,4.4,115,USD,Available,https://www.easterntearesort.com,100.0,Mid Range
Janakpur Royal Garden,Janakpur,Janakpur Nepal,26.7285,85.9255,+97741525000,4.3,90,USD,Available,https://www.janakpurroyalgarden.com,100.0,Mid Range
Mithila Heritage Suites,Janakpur,Janakpur Nepal,26.7275,85.9245,+97741525100,4.4,105,USD,Available,https://www.mithilaheritagesuites.com,100.0,Mid Range
Palpa Grand Heritage,Tansen,Palpa Nepal,27.868,83.547,+97775525000,4.5,125,USD,Available,https://www.palpagrandheritage.com,100.0,Mid Range
Tansen Royal View,Tansen,Palpa Nepal,27.8685,83.5475,+97775525100,4.4,110,USD,Available,https://www.tansenroyalview.com,100.0,Mid Range
Butwal Grand Palace,Butwal,Butwal Nepal,27.7005,83.4495,+97771545000,4.3,100,USD,Available,https://www.butwalgrandpalace.com,100.0,Mid Range
Lumbini Royal Garden,Lumbini,Lumbini Nepal,27.47,83.276,+97771587000,4.5,120,USD,Available,https://www.lumbiniroyalgarden.com,100.0,Mid Range
Buddha Peace Palace,Lumbini,Lumbini Nepal,27.4695,83.2755,+97771587100,4.4,100,USD,Available,https://www.buddhapeacepalace.com,100.0,Mid Range
Chitwan Forest Palace,Chitwan,Sauraha Nepal,27.581,84.4945,+97756587000,4.5,125,USD,Available,https://www.chitwanforestpalace.com,100.0,Mid Range
Jungle River Lodge,Chitwan,Sauraha Nepal,27.5818,84.4952,+97756587100,4.3,95,USD,Available,https://www.jungleriverlodge.com,100.0,Mid Range
Pokhara Lake Crown,Pokhara,Lakeside Pokhara Nepal,28.2115,83.9585,+97761474000,4.6,155,USD,Available,https://www.pokharalakecrown.com,100.0,Luxury
Annapurna Royal Resort,Pokhara,Pokhara Nepal,28.2125,83.957,+97761474100,4.5,140,USD,Available,https://www.annapurnaroyalresort.com,100.0,Mid Range
Fewa Garden Palace,Pokhara,Fewa Lake Nepal,28.2105,83.9575,+97761474200,4.4,120,USD,Available,https://www.fewagardenpalace.com,100.0,Mid Range
Mountain Paradise Hotel,Pokhara,Pokhara Nepal,28.214,83.956,+97761474300,4.3,105,USD,Available,https://www.mountainparadisehotel.com,100.0,Mid Range
Kathmandu Heritage Crown,Kathmandu,Thamel Nepal,27.7154,85.3124,+97714707700,4.4,115,USD,Available,https://www.kathmanduheritagecrown.com,100.0,Mid Range
Royal Thamel Suites,Kathmandu,Thamel Nepal,27.7164,85.3134,+97714707800,4.5,135,USD,Available,https://www.royalthamelsuites.com,100.0,Mid Range
Himalayan Pearl Hotel,Kathmandu,Lazimpat Nepal,27.7194,85.3174,+97714419300,4.6,150,USD,Available,https://www.himalayanpearlhotel.com,100.0,Luxury
Kathmandu Garden Palace,Kathmandu,Kathmandu Nepal,27.7128,85.3188,+97714707900,4.3,100,USD,Available,https://www.kathmandugardenpalace.com,100.0,Mid Range
Valley View Boutique,Kathmandu,Kathmandu Nepal,27.7135,85.3158,+97714708000,4.2,90,USD,Available,https://www.valleyviewboutique.com,100.0,Mid Range
Patan Royal Courtyard,Lalitpur,Patan Nepal,27.6735,85.3265,+97715542600,4.6,145,USD,Available,https://www.patanroyalcourtyard.com,100.0,Mid Range
Newa Palace Inn,Lalitpur,Patan Nepal,27.6729,85.3259,+97715542700,4.4,120,USD,Available,https://www.newapalaceinn.com,100.0,Mid Range
Lalitpur Heritage Garden,Lalitpur,Patan Nepal,27.6745,85.327,+97715542800,4.3,100,USD,Available,https://www.lalitpurheritagegarden.com,100.0,Mid Range
Bhaktapur Royal Garden,Bhaktapur,Bhaktapur Nepal,27.6728,85.4308,+97716620500,4.5,130,USD,Available,https://www.bhaktapurroyalgarden.com,100.0,Mid Range
Ancient City Lodge,Bhaktapur,Bhaktapur Nepal,27.6718,85.4302,+97716620600,4.3,95,USD,Available,https://www.ancientcitylodge.com,100.0,Mid Range
Nagarkot Himalayan Resort,Nagarkot,Nagarkot Nepal,27.7175,85.5205,+97716687500,4.6,165,USD,Available,https://www.nagarkothimalayanresort.com,100.0,Luxury
Nagarkot Cloud View,Nagarkot,Nagarkot Nepal,27.7169,85.5199,+97716687600,4.5,140,USD,Available,https://www.nagarkotcloudview.com,100.0,Mid Range
Panauti Valley Resort,Panauti,Panauti Nepal,27.5845,85.513,+97711442000,4.3,100,USD,Available,https://www.panautivalleyresort.com,100.0,Mid Range
Pokhara Crystal Lake Resort,Pokhara,Lakeside Pokhara Nepal,28.2118,83.9588,+97761475000,4.6,160,USD,Available,https://www.pokharacrystallakeresort.com,100.0,Luxury
Fewa Crystal Palace,Pokhara,Fewa Lake Nepal,28.2109,83.9579,+97761475100,4.5,145,USD,Available,https://www.fewacrystalpalace.com,100.0,Mid Range
Pokhara Alpine View,Pokhara,Pokhara Nepal,28.2158,83.9558,+97761475200,4.4,125,USD,Available,https://www.pokharaalpineview.com,100.0,Mid Range
Annapurna Lakeside Palace,Pokhara,Lakeside Nepal,28.2128,83.9572,+97761475300,4.5,135,USD,Available,https://www.annapurnalakesidepalace.com,100.0,Mid Range
Pokhara Valley Crown,Pokhara,Pokhara Nepal,28.2145,83.9565,+97761475400,4.3,110,USD,Available,https://www.pokharavalleycrown.com,100.0,Mid Range
Bandipur Royal Heritage,Bandipur,Bandipur Nepal,27.9375,84.4069,+97765564300,4.5,130,USD,Available,https://www.bandipurroyalheritage.com,100.0,Mid Range
Bandipur Valley Palace,Bandipur,Bandipur Nepal,27.9385,84.4075,+97765564400,4.4,115,USD,Available,https://www.bandipurvalleypalace.com,100.0,Mid Range
Old Bandipur Inn,Bandipur,Bandipur Nepal,27.9368,84.4062,+97765564500,4.3,95,USD,Available,https://www.oldbandipurinn.com,100.0,Mid Range
Gorkha Durbar Resort,Gorkha,Gorkha Nepal,28.0022,84.6342,+97764427000,4.5,125,USD,Available,https://www.gorkhadurbarresort.com,100.0,Mid Range
Gorkha Royal Mountain,Gorkha,Gorkha Nepal,28.0016,84.6336,+97764427100,4.4,110,USD,Available,https://www.gorkharoyalmountain.com,100.0,Mid Range
Manaslu Valley Lodge,Gorkha,Manaslu Nepal,28.6518,84.6518,+97764427200,4.5,150,USD,Available,https://www.manasluvalleylodge.com,100.0,Luxury
Barpak Heritage Palace,Gorkha,Barpak Nepal,28.2008,84.7508,+97764437000,4.4,115,USD,Available,https://www.barpakheritagepalace.com,100.0,Mid Range
Lamjung Royal Resort,Lamjung,Lamjung Nepal,28.2358,84.3758,+97766525000,4.4,120,USD,Available,https://www.lamjungroyalresort.com,100.0,Mid Range
Besisahar Heritage Palace,Lamjung,Besisahar Nepal,28.2328,84.3728,+97766525100,4.3,100,USD,Available,https://www.besisaharheritagepalace.com,100.0,Mid Range
Manang Mountain View Resort,Manang,Manang Nepal,28.668,84.019,+97766448000,4.6,160,USD,Available,https://www.manangmountainviewresort.com,100.0,Luxury
Annapurna Highland Lodge,Manang,Annapurna Region Nepal,28.6708,84.0208,+97766448100,4.5,140,USD,Available,https://www.annapurnahighlandlodge.com,100.0,Mid Range
Mustang Valley Palace,Mustang,Jomsom Nepal,28.781,83.731,+97769447000,4.6,165,USD,Available,https://www.mustangvalleypalace.com,100.0,Luxury
Kagbeni Heritage Palace,Mustang,Kagbeni Nepal,28.8358,83.7828,+97769447100,4.5,145,USD,Available,https://www.kagbeniheritagepalace.com,100.0,Mid Range
Marpha Valley Lodge,Mustang,Marpha Nepal,28.7508,83.6908,+97769447200,4.4,130,USD,Available,https://www.marphavalleylodge.com,100.0,Mid Range
Everest Himalayan Palace,Solukhumbu,Namche Nepal,27.8058,86.7108,+97738545000,4.7,190,USD,Available,https://www.everesthimalayanpalace.com,100.0,Luxury
Khumbu Alpine Resort,Solukhumbu,Khumbu Nepal,27.8068,86.7128,+97738545100,4.5,170,USD,Available,https://www.khumbualpineresort.com,100.0,Luxury
Lukla Everest View,Lukla,Solukhumbu Nepal,27.6878,86.7288,+97738545200,4.4,125,USD,Available,https://www.luklaeverestview.com,100.0,Mid Range
Chitwan Jungle Crown,Chitwan,Sauraha Nepal,27.5812,84.4948,+97756588000,4.5,130,USD,Available,https://www.chitwanjunglecrown.com,100.0,Mid Range
Sauraha River Palace,Chitwan,Sauraha Nepal,27.5822,84.4958,+97756588100,4.4,110,USD,Available,https://www.saurahariverpalace.com,100.0,Mid Range
Tharu Forest Lodge,Chitwan,Sauraha Nepal,27.583,84.4968,+97756588200,4.3,95,USD,Available,https://www.tharuforestlodge.com,100.0,Mid Range
Lumbini Sacred Garden Resort,Lumbini,Lumbini Nepal,27.4702,83.2758,+97771588000,4.5,125,USD,Available,https://www.lumbinisacredgardenresort.com,100.0,Mid Range
Buddha Heritage Palace,Lumbini,Lumbini Nepal,27.4698,83.2762,+97771588100,4.4,110,USD,Available,https://www.buddhaheritagepalace.com,100.0,Mid Range
Maya Peace Inn,Lumbini,Lumbini Nepal,27.4706,83.2754,+97771588200,4.3,90,USD,Available,https://www.mayapeaceinn.com,100.0,Mid Range
Royal Lumbini Retreat,Lumbini,Lumbini Nepal,27.4712,83.2772,+97771588300,4.5,135,USD,Available,https://www.royallumbiniretreat.com,100.0,Mid Range
Bhairahawa Heritage Palace,Bhairahawa,Rupandehi Nepal,27.5068,83.4558,+97771526000,4.3,95,USD,Available,https://www.bhairahawaheritagepalace.com,100.0,Mid Range
Siddhartha Grand Resort,Bhairahawa,Bhairahawa Nepal,27.5058,83.4548,+97771526100,4.4,120,USD,Available,https://www.siddharthagrandresort.com,100.0,Mid Range
Rupandehi Garden Hotel,Bhairahawa,Rupandehi Nepal,27.5102,83.4558,+97771526200,4.2,80,USD,Available,https://www.rupandehigardenhotel.com,100.0,Mid Range
Dharan Royal Heights,Dharan,Dharan Nepal,26.8108,87.2808,+97725525000,4.4,115,USD,Available,https://www.dharanroyalheights.com,100.0,Mid Range
Koshi Heritage Resort,Dharan,Dharan Nepal,26.812,87.282,+97725525100,4.3,100,USD,Available,https://www.koshiheritageresort.com,100.0,Mid Range
Dharan Valley Palace,Dharan,Dharan Nepal,26.8098,87.2798,+97725525200,4.2,85,USD,Available,https://www.dharanvalleypalace.com,100.0,Mid Range
Ilam Mountain Crown,Ilam,Ilam Nepal,26.9112,87.9312,+97727525000,4.6,145,USD,Available,https://www.ilammountaincrown.com,100.0,Mid Range
Tea Garden Palace,Ilam,Ilam Nepal,26.9128,87.9328,+97727525100,4.5,130,USD,Available,https://www.teagardenpalace.com,100.0,Mid Range
Kanyam Highland Resort,Ilam,Kanyam Nepal,26.8812,87.9212,+97727525200,4.4,115,USD,Available,https://www.kanyamhighlandresort.com,100.0,Mid Range
Janakpur Mithila Palace,Janakpur,Janakpur Nepal,26.729,85.926,+97741526000,4.4,105,USD,Available,https://www.janakpurmithilapalace.com,100.0,Mid Range
Janaki Garden Resort,Janakpur,Janakpur Nepal,26.728,85.925,+97741526100,4.3,90,USD,Available,https://www.janakigardenresort.com,100.0,Mid Range
Mithila Royal Inn,Janakpur,Janakpur Nepal,26.7276,85.9246,+97741526200,4.2,75,USD,Available,https://www.mithilaroyalinn.com,100.0,Budget
Palpa Heritage Crown,Tansen,Palpa Nepal,27.8682,83.5472,+97775526000,4.5,130,USD,Available,https://www.palpaheritagecrown.com,100.0,Mid Range
Srinagar Royal Palace,Tansen,Palpa Nepal,27.8688,83.5478,+97775526100,4.6,150,USD,Available,https://www.srinagarroyalpalace.com,100.0,Luxury
Tansen Mountain View,Tansen,Palpa Nepal,27.8674,83.5464,+97775526200,4.3,100,USD,Available,https://www.tansenmountainview.com,100.0,Mid Range
Butwal Heritage Crown,Butwal,Butwal Nepal,27.7008,83.4508,+97771527000,4.4,105,USD,Available,https://www.butwalheritagecrown.com,100.0,Mid Range
Butwal Royal Heritage,Butwal,Butwal Nepal,27.7012,83.4512,+97771527100,4.3,95,USD,Available,https://www.butwalroyalheritage.com,100.0,Mid Range
Western Hills Palace,Butwal,Butwal Nepal,27.6998,83.4498,+97771527200,4.2,85,USD,Available,https://www.westernhillspalace.com,100.0,Mid Range
Biratnagar Grand Palace,Biratnagar,Biratnagar Nepal,26.453,87.272,+97721527000,4.3,100,USD,Available,https://www.biratnagargrandpalace.com,100.0,Mid Range
Koshi Royal Hotel,Biratnagar,Biratnagar Nepal,26.4525,87.2715,+97721527100,4.2,85,USD,Available,https://www.koshiroyalhotel.com,100.0,Mid Range
Eastern Valley Resort,Biratnagar,Biratnagar Nepal,26.4535,87.2725,+97721527200,4.4,110,USD,Available,https://www.easternvalleyresort.com,100.0,Mid Range
Pokhara Royal Heritage,Pokhara,Lakeside Pokhara Nepal,28.2116,83.9586,+97761476000,4.6,165,USD,Available,https://www.pokhararoyalheritage.com,100.0,Luxury
Fewa Lake Crown Resort,Pokhara,Fewa Lake Nepal,28.211,83.958,+97761476100,4.5,150,USD,Available,https://www.fewalakecrownresort.com,100.0,Luxury
Annapurna Grand View,Pokhara,Pokhara Nepal,28.2148,83.9568,+97761476200,4.4,130,USD,Available,https://www.annapurnagrandview.com,100.0,Mid Range
Mountain Echo Lodge,Pokhara,Pokhara Nepal,28.2152,83.9552,+97761476300,4.3,115,USD,Available,https://www.mountainecholodge.com,100.0,Mid Range
Peace Valley Palace,Pokhara,Pokhara Nepal,28.2132,83.9592,+97761476400,4.2,100,USD,Available,https://www.peacevalleypalace.com,100.0,Mid Range
Kathmandu Royal Residency,Kathmandu,Thamel Nepal,27.7156,85.3126,+97714708100,4.5,140,USD,Available,https://www.kathmanduroyalresidency.com,100.0,Mid Range
Thamel Grand Heritage,Kathmandu,Thamel Nepal,27.7166,85.3136,+97714708200,4.4,125,USD,Available,https://www.thamelgrandheritage.com,100.0,Mid Range
Himalayan View Palace,Kathmandu,Lazimpat Nepal,27.7196,85.3176,+97714419400,4.6,160,USD,Available,https://www.himalayanviewpalace.com,100.0,Luxury
Valley Royal Suites,Kathmandu,Kathmandu Nepal,27.7138,85.3162,+97714708300,4.3,105,USD,Available,https://www.valleyroyalsuites.com,100.0,Mid Range
Patan Golden Heritage,Lalitpur,Patan Nepal,27.6738,85.3268,+97715542900,4.5,135,USD,Available,https://www.patangoldenheritage.com,100.0,Mid Range
Bhaktapur Ancient Palace,Bhaktapur,Bhaktapur Nepal,27.6729,85.4309,+97716620700,4.4,120,USD,Available,https://www.bhaktapurancientpalace.com,100.0,Mid Range
Nagarkot Sunset Resort,Nagarkot,Nagarkot Nepal,27.7178,85.5208,+97716687700,4.6,170,USD,Available,https://www.nagarkotsunsetresort.com,100.0,Luxury
Dhulikhel Mountain Crown,Dhulikhel,Dhulikhel Nepal,27.6238,85.5438,+97711492800,4.5,145,USD,Available,https://www.dhulikhelmountaincrown.com,100.0,Mid Range
Bandipur Sunset Palace,Bandipur,Bandipur Nepal,27.9388,84.4078,+97765564600,4.5,140,USD,Available,https://www.bandipursunsetpalace.com,100.0,Mid Range
Gorkha Himalayan View,Gorkha,Gorkha Nepal,28.0025,84.6345,+97764428000,4.4,120,USD,Available,https://www.gorkhahimalayanview.com,100.0,Mid Range
Manaslu Royal Lodge,Gorkha,Manaslu Region Nepal,28.652,84.652,+97764428100,4.5,155,USD,Available,https://www.manasluroyallodge.com,100.0,Luxury
Barpak Mountain View,Gorkha,Barpak Nepal,28.201,84.751,+97764438000,4.4,120,USD,Available,https://www.barpakmountainview.com,100.0,Mid Range
Lamjung Highland Resort,Lamjung,Lamjung Nepal,28.2362,84.3762,+97766526000,4.5,130,USD,Available,https://www.lamjunghighlandresort.com,100.0,Mid Range
Besisahar Royal Inn,Lamjung,Besisahar Nepal,28.2332,84.3732,+97766526100,4.3,105,USD,Available,https://www.besisaharroyalinn.com,100.0,Mid Range
Manang Alpine Palace,Manang,Manang Nepal,28.6685,84.0195,+97766449000,4.6,170,USD,Available,https://www.manangalpinepalace.com,100.0,Luxury
Annapurna Snow View,Manang,Annapurna Region Nepal,28.671,84.021,+97766449100,4.5,150,USD,Available,https://www.annapurnasnowview.com,100.0,Luxury
Mustang Royal Heritage,Mustang,Jomsom Nepal,28.7815,83.7315,+97769448000,4.7,180,USD,Available,https://www.mustangroyalheritage.com,100.0,Luxury
Kagbeni Valley Resort,Mustang,Kagbeni Nepal,28.836,83.783,+97769448100,4.5,145,USD,Available,https://www.kagbenivalleyresort.com,100.0,Mid Range
Marpha Royal Garden,Mustang,Marpha Nepal,28.751,83.691,+97769448200,4.4,135,USD,Available,https://www.marpharoyalgarden.com,100.0,Mid Range
Everest Peak Lodge,Solukhumbu,Namche Nepal,27.806,86.711,+97738546000,4.7,200,USD,Available,https://www.everestpeaklodge.com,100.0,Luxury
Khumbu Snow Palace,Solukhumbu,Khumbu Nepal,27.807,86.713,+97738546100,4.6,175,USD,Available,https://www.khumbusnowpalace.com,100.0,Luxury
Lukla Mountain Palace,Solukhumbu,Lukla Nepal,27.688,86.729,+97738546200,4.4,130,USD,Available,https://www.luklamountainpalace.com,100.0,Mid Range
Chitwan Jungle Heritage,Chitwan,Sauraha Nepal,27.5815,84.495,+97756589000,4.5,135,USD,Available,https://www.chitwanjungleheritage.com,100.0,Mid Range
Sauraha Wildlife Palace,Chitwan,Sauraha Nepal,27.5825,84.496,+97756589100,4.4,115,USD,Available,https://www.saurahawildlifepalace.com,100.0,Mid Range
Tharu Riverside Resort,Chitwan,Sauraha Nepal,27.5835,84.497,+97756589200,4.3,100,USD,Available,https://www.tharuriversideresort.com,100.0,Mid Range
Lumbini Golden Palace,Lumbini,Lumbini Nepal,27.4704,83.2764,+97771589000,4.5,130,USD,Available,https://www.lumbinigoldenpalace.com,100.0,Mid Range
Buddha Serenity Resort,Lumbini,Lumbini Nepal,27.4699,83.2759,+97771589100,4.4,110,USD,Available,https://www.buddhaserenityresort.com,100.0,Mid Range
Maya Sacred Hotel,Lumbini,Lumbini Nepal,27.4707,83.2757,+97771589200,4.3,95,USD,Available,https://www.mayasacredhotel.com,100.0,Mid Range
Bhairahawa Grand Palace,Bhairahawa,Bhairahawa Nepal,27.507,83.456,+97771528000,4.4,110,USD,Available,https://www.bhairahawagrandpalace.com,100.0,Mid Range
Siddhartha Royal View,Bhairahawa,Bhairahawa Nepal,27.506,83.455,+97771528100,4.3,95,USD,Available,https://www.siddhartharoyalview.com,100.0,Mid Range
Rupandehi Royal Resort,Bhairahawa,Rupandehi Nepal,27.5105,83.4565,+97771528200,4.2,85,USD,Available,https://www.rupandehiroyalresort.com,100.0,Mid Range
Dharan Heritage View,Dharan,Dharan Nepal,26.811,87.281,+97725526000,4.4,120,USD,Available,https://www.dharanheritageview.com,100.0,Mid Range
Koshi Grand Palace,Dharan,Dharan Nepal,26.8125,87.2825,+97725526100,4.3,105,USD,Available,https://www.koshigrandpalace.com,100.0,Mid Range
Dharan Valley Inn,Dharan,Dharan Nepal,26.81,87.28,+97725526200,4.2,90,USD,Available,https://www.dharanvalleyinn.com,100.0,Mid Range
Ilam Green Mountain Resort,Ilam,Ilam Nepal,26.9115,87.9315,+97727526000,4.6,150,USD,Available,https://www.ilamgreenmountainresort.com,100.0,Luxury
Kanyam Royal Retreat,Ilam,Kanyam Nepal,26.8815,87.9215,+97727526100,4.5,135,USD,Available,https://www.kanyamroyalretreat.com,100.0,Mid Range
Mai Valley Heritage Resort,Ilam,Mai Valley Nepal,26.916,87.936,+97727526200,4.4,120,USD,Available,https://www.maivalleyheritageresort.com,100.0,Mid Range
Janakpur Sacred Palace,Janakpur,Janakpur Nepal,26.7292,85.9262,+97741527000,4.4,110,USD,Available,https://www.janakpursacredpalace.com,100.0,Mid Range
Mithila Royal Garden,Janakpur,Janakpur Nepal,26.7282,85.9252,+97741527100,4.3,95,USD,Available,https://www.mithilaroyalgarden.com,100.0,Mid Range
Sita Heritage Palace,Janakpur,Janakpur Nepal,26.7278,85.9248,+97741527200,4.2,80,USD,Available,https://www.sitaheritagepalace.com,100.0,Mid Range
Palpa Royal Mountain,Tansen,Palpa Nepal,27.8685,83.5475,+97775527000,4.5,140,USD,Available,https://www.palparoyalmountain.com,100.0,Mid Range
Srinagar Valley Palace,Tansen,Palpa Nepal,27.869,83.548,+97775527100,4.6,155,USD,Available,https://www.srinagarvalleypalace.com,100.0,Luxury
Tansen Heritage View,Tansen,Palpa Nepal,27.8676,83.5466,+97775527200,4.4,115,USD,Available,https://www.tansenheritageview.com,100.0,Mid Range
Butwal Royal Garden Resort,Butwal,Butwal Nepal,27.701,83.451,+97771529000,4.4,120,USD,Available,https://www.butwalroyalgardenresort.com,100.0,Mid Range
Western Nepal Palace,Butwal,Butwal Nepal,27.7,83.45,+97771529100,4.3,100,USD,Available,https://www.westernnepalpalace.com,100.0,Mid Range
Biratnagar Valley Resort,Biratnagar,Biratnagar Nepal,26.4538,87.2728,+97721529000,4.4,115,USD,Available,https://www.biratnagarvalleyresort.com,100.0,Mid Range
Koshi River Palace,Biratnagar,Biratnagar Nepal,26.4528,87.2718,+97721529100,4.3,95,USD,Available,https://www.koshiriverpalace.com,100.0,Mid Range
Eastern Horizon Hotel,Biratnagar,Biratnagar Nepal,26.4532,87.2722,+97721529200,4.2,80,USD,Available,https://www.easternhorizonhotel.com,100.0,Mid Range
Pokhara Himalayan Crown,Pokhara,Lakeside Pokhara Nepal,28.212,83.959,+97761477000,4.6,170,USD,Available,https://www.pokharahimalayancrown.com,100.0,Luxury
Fewa Mountain Palace,Pokhara,Fewa Lake Nepal,28.2112,83.9582,+97761477100,4.5,150,USD,Available,https://www.fewamountainpalace.com,100.0,Luxury
Annapurna Lake View Hotel,Pokhara,Lakeside Pokhara Nepal,28.2126,83.9576,+97761477200,4.5,145,USD,Available,https://www.annapurnalakeviewhotel.com,100.0,Mid Range
Pokhara Serenity Resort,Pokhara,Pokhara Nepal,28.2142,83.9562,+97761477300,4.4,125,USD,Available,https://www.pokharaserenityresort.com,100.0,Mid Range
Mountain Breeze Palace,Pokhara,Pokhara Nepal,28.215,83.955,+97761477400,4.3,110,USD,Available,https://www.mountainbreezepalace.com,100.0,Mid Range
Kathmandu Heritage View,Kathmandu,Thamel Nepal,27.7158,85.3128,+97714708400,4.5,145,USD,Available,https://www.kathmanduheritageview.com,100.0,Mid Range
Thamel Royal Garden,Kathmandu,Thamel Nepal,27.7168,85.3138,+97714708500,4.4,130,USD,Available,https://www.thamelroyalgarden.com,100.0,Mid Range
Himalayan Grand Palace,Kathmandu,Lazimpat Nepal,27.7198,85.3178,+97714419500,4.6,165,USD,Available,https://www.himalayangrandpalace.com,100.0,Luxury
Kathmandu Valley Inn,Kathmandu,Kathmandu Nepal,27.714,85.3165,+97714708600,4.2,95,USD,Available,https://www.kathmanduvalleyinn.com,100.0,Mid Range
Patan Royal Garden,Lalitpur,Patan Nepal,27.674,85.327,+97715543000,4.5,140,USD,Available,https://www.patanroyalgarden.com,100.0,Mid Range
Bhaktapur Heritage Crown,Bhaktapur,Bhaktapur Nepal,27.6732,85.4312,+97716620800,4.5,135,USD,Available,https://www.bhaktapurheritagecrown.com,100.0,Mid Range
Ancient Bhaktapur Inn,Bhaktapur,Bhaktapur Nepal,27.6722,85.4305,+97716620900,4.3,100,USD,Available,https://www.ancientbhaktapurinn.com,100.0,Mid Range
Nagarkot Himalayan Crown,Nagarkot,Nagarkot Nepal,27.718,85.521,+97716687800,4.7,180,USD,Available,https://www.nagarkothimalayancrown.com,100.0,Luxury
Dhulikhel Royal Heritage,Dhulikhel,Dhulikhel Nepal,27.624,85.544,+97711492900,4.6,155,USD,Available,https://www.dhulikhelroyalheritage.com,100.0,Luxury
Panauti Heritage Lodge,Panauti,Panauti Nepal,27.5848,85.5133,+97711442100,4.3,105,USD,Available,https://www.panautiheritagelodge.com,100.0,Mid Range
Bandipur Himalayan Crown,Bandipur,Bandipur Nepal,27.939,84.408,+97765564700,4.6,150,USD,Available,https://www.bandipurhimalayancrown.com,100.0,Luxury
Gorkha Royal Heritage,Gorkha,Gorkha Nepal,28.0028,84.6348,+97764429000,4.5,135,USD,Available,https://www.gorkharoyalheritage.com,100.0,Mid Range
Manaslu Mountain Crown,Gorkha,Manaslu Nepal,28.6522,84.6522,+97764429100,4.6,165,USD,Available,https://www.manaslumountaincrown.com,100.0,Luxury
Lamjung Valley Palace,Lamjung,Lamjung Nepal,28.2365,84.3765,+97766527000,4.4,125,USD,Available,https://www.lamjungvalleypalace.com,100.0,Mid Range
Manang Himalayan Crown,Manang,Manang Nepal,28.6688,84.0198,+97766450000,4.6,175,USD,Available,https://www.mananghimalayancrown.com,100.0,Luxury
Annapurna Glacier Lodge,Manang,Annapurna Region Nepal,28.6712,84.0212,+97766450100,4.5,155,USD,Available,https://www.annapurnaglacierlodge.com,100.0,Luxury
Mustang Desert Palace,Mustang,Jomsom Nepal,28.782,83.732,+97769449000,4.7,185,USD,Available,https://www.mustangdesertpalace.com,100.0,Luxury
Kagbeni Himalayan View,Mustang,Kagbeni Nepal,28.8365,83.7835,+97769449100,4.5,150,USD,Available,https://www.kagbenihimalayanview.com,100.0,Luxury
Marpha Mountain Crown,Mustang,Marpha Nepal,28.7515,83.6915,+97769449200,4.4,140,USD,Available,https://www.marphamountaincrown.com,100.0,Mid Range
Everest Royal Summit,Solukhumbu,Namche Nepal,27.8062,86.7112,+97738547000,4.7,210,USD,Available,https://www.everestroyalsummit.com,100.0,Luxury
Khumbu Heritage Crown,Solukhumbu,Khumbu Nepal,27.8072,86.7132,+97738547100,4.6,180,USD,Available,https://www.khumbuheritagecrown.com,100.0,Luxury
Lukla Himalayan Resort,Solukhumbu,Lukla Nepal,27.6882,86.7292,+97738547200,4.5,140,USD,Available,https://www.luklahimalayanresort.com,100.0,Mid Range
Chitwan Royal Jungle,Chitwan,Sauraha Nepal,27.582,84.4955,+97756590000,4.6,145,USD,Available,https://www.chitwanroyaljungle.com,100.0,Mid Range
Sauraha Heritage Resort,Chitwan,Sauraha Nepal,27.583,84.4965,+97756590100,4.5,125,USD,Available,https://www.saurahaheritageresort.com,100.0,Mid Range
Tharu Royal Palace,Chitwan,Sauraha Nepal,27.584,84.4975,+97756590200,4.4,110,USD,Available,https://www.tharuroyalpalace.com,100.0,Mid Range
